review_id,customer_id,product_id,rating,review_text,review_date
459,259,P011,1.3,Product does not match the description.,2025-01-31
460,139,P025,3.9,"Terrible service, not satisfied.",2025-02-17
461,216,P050,1.5,Very satisfied with the purchase.,2025-01-02
462,19,P022,3.6,"Terrible service, not satisfied.",2024-08-17
463,246,P020,1.5,Battery life could be better.,2024-05-31
464,299,P047,3.3,"Terrible service, not satisfied.",2024-07-10
465,207,P029,2.2,Product does not match the description.,2025-02-01
466,166,P026,2.5,"Excellent product, loved the quality.",2024-10-14
467,284,P014,2.7,"Excellent product, loved the quality.",2024-09-30
468,143,P046,1.2,"Decent value for money, could be better.",2024-10-10
469,219,P037,2.6,Poor design and overpriced.,2024-09-22
470,244,P040,1.2,Product does not match the description.,2025-03-23
471,129,P020,3.6,"Terrible service, not satisfied.",2024-08-10
472,235,P035,1.6,Fast delivery and good packaging.,2024-06-05
473,276,P029,3.0,"Decent value for money, could be better.",2024-08-20
474,285,P014,4.3,Fast delivery and good packaging.,2024-12-27
475,268,P045,2.3,"Exceeded expectations, highly recommend!",2024-11-15
476,220,P044,2.2,"Terrible service, not satisfied.",2024-10-19
477,299,P046,4.1,Works perfectly and looks great.,2024-11-09
478,203,P042,4.0,"Exceeded expectations, highly recommend!",2024-12-03
479,232,P032,2.2,Fast delivery and good packaging.,2025-03-25
480,150,P025,3.0,Poor design and overpriced.,2024-12-04
481,140,P008,4.7,"Exceeded expectations, highly recommend!",2025-02-25
482,105,P035,2.6,Fast delivery and good packaging.,2024-09-17
483,132,P006,2.6,"Terrible service, not satisfied.",2024-05-26
484,178,P012,1.8,Works perfectly and looks great.,2024-05-11
485,207,P024,3.8,Battery life could be better.,2024-06-13
486,123,P039,4.9,"Decent value for money, could be better.",2024-08-27
487,225,P031,1.5,"Decent value for money, could be better.",2024-10-19
488,92,P039,2.6,Battery life could be better.,2024-11-12
489,65,P028,4.3,Works perfectly and looks great.,2024-11-11
490,193,P047,2.7,"Decent value for money, could be better.",2024-06-11
491,151,P011,3.9,"Excellent product, loved the quality.",2024-11-04
492,67,P015,4.9,Battery life could be better.,2025-02-21
493,297,P001,3.5,Battery life could be better.,2024-05-11
494,13,P014,3.3,Poor design and overpriced.,2024-08-09
495,2,P010,3.3,"Exceeded expectations, highly recommend!",2024-06-09
496,191,P005,2.9,Poor design and overpriced.,2024-11-21
497,145,P019,3.9,Works perfectly and looks great.,2025-01-19
498,187,P025,4.4,Product does not match the description.,2025-01-15
499,213,P014,1.9,"Terrible service, not satisfied.",2024-12-18
500,271,P028,3.3,"Exceeded expectations, highly recommend!",2024-06-10
501,193,P049,2.7,Product does not match the description.,2025-01-21
502,40,P037,3.8,"Excellent product, loved the quality.",2025-03-01
503,168,P034,1.4,"Terrible service, not satisfied.",2024-09-14
504,267,P038,4.8,"Decent value for money, could be better.",2024-08-30
505,9,P006,3.2,Poor design and overpriced.,2025-04-15
506,34,P022,1.8,"Excellent product, loved the quality.",2024-08-30
507,244,P023,1.7,"Terrible service, not satisfied.",2025-01-13
508,114,P008,1.7,Very satisfied with the purchase.,2024-08-26
509,122,P036,1.0,Works perfectly and looks great.,2024-12-10
510,274,P014,3.1,"Excellent product, loved the quality.",2024-10-30
511,253,P039,3.3,Poor design and overpriced.,2024-10-31
512,9,P019,1.3,Works perfectly and looks great.,2025-02-09
513,6,P015,2.2,"Terrible service, not satisfied.",2024-06-18
514,268,P044,4.1,Poor design and overpriced.,2024-10-17
515,2,P027,4.5,"Exceeded expectations, highly recommend!",2024-06-18
516,227,P033,1.6,"Exceeded expectations, highly recommend!",2024-05-26
517,217,P009,4.7,Very satisfied with the purchase.,2024-07-30
518,198,P004,2.6,Product does not match the description.,2025-02-07
519,35,P049,2.0,"Excellent product, loved the quality.",2025-01-31
520,167,P012,2.7,Battery life could be better.,2025-03-08
521,216,P015,4.1,Very satisfied with the purchase.,2025-03-15
522,137,P049,3.8,"Exceeded expectations, highly recommend!",2024-06-10
523,237,P029,1.6,Works perfectly and looks great.,2025-04-11
524,258,P043,2.0,Works perfectly and looks great.,2024-09-26
525,108,P015,4.3,Fast delivery and good packaging.,2024-12-31
526,158,P012,3.4,Fast delivery and good packaging.,2024-09-04
527,78,P005,3.5,Battery life could be better.,2024-06-15
528,107,P029,3.0,Works perfectly and looks great.,2025-01-31
529,181,P018,2.9,"Terrible service, not satisfied.",2024-11-11
530,54,P015,1.7,Poor design and overpriced.,2024-06-12
531,84,P035,4.0,Product does not match the description.,2024-07-19
532,295,P044,3.7,Battery life could be better.,2024-10-01
533,107,P049,2.6,Very satisfied with the purchase.,2024-07-03
534,51,P044,4.4,Product does not match the description.,2024-09-13
535,47,P022,2.6,Product does not match the description.,2024-05-09
536,268,P043,1.1,Battery life could be better.,2024-08-14
537,130,P030,1.4,Works perfectly and looks great.,2024-06-17
538,3,P005,3.3,Fast delivery and good packaging.,2024-05-17
539,189,P038,1.3,"Excellent product, loved the quality.",2025-04-03
540,206,P040,1.6,Very satisfied with the purchase.,2024-12-04
541,198,P031,2.5,Battery life could be better.,2024-12-09
542,145,P007,2.6,Poor design and overpriced.,2025-02-23
543,228,P002,4.9,Fast delivery and good packaging.,2025-04-14
544,201,P002,3.1,Product does not match the description.,2024-07-05
545,99,P020,1.3,"Excellent product, loved the quality.",2024-11-06
546,286,P006,3.6,Product does not match the description.,2024-10-13
547,119,P033,3.2,Poor design and overpriced.,2025-02-23
548,116,P007,1.8,Product does not match the description.,2025-04-09
549,141,P002,3.8,"Decent value for money, could be better.",2024-07-10
550,111,P046,4.3,Product does not match the description.,2024-12-18
551,4,P010,4.8,Poor design and overpriced.,2024-11-24
552,283,P025,4.0,"Excellent product, loved the quality.",2024-10-08
553,174,P043,3.3,"Excellent product, loved the quality.",2024-11-14
554,235,P048,2.2,"Excellent product, loved the quality.",2024-10-01
555,65,P031,1.5,Very satisfied with the purchase.,2024-11-05
556,133,P030,1.3,Product does not match the description.,2025-01-27
557,15,P017,4.7,"Terrible service, not satisfied.",2024-10-04
558,79,P044,1.6,"Terrible service, not satisfied.",2024-06-25
559,193,P039,3.7,"Decent value for money, could be better.",2025-02-16
560,133,P009,4.0,Product does not match the description.,2024-06-17
561,91,P009,3.4,Product does not match the description.,2025-04-19
562,269,P030,1.3,"Exceeded expectations, highly recommend!",2024-06-18
563,48,P015,3.3,Works perfectly and looks great.,2024-11-23
564,272,P042,3.4,Very satisfied with the purchase.,2024-12-25
565,225,P002,4.0,Battery life could be better.,2024-05-05
566,23,P043,2.8,Poor design and overpriced.,2024-07-28
567,270,P029,1.6,Very satisfied with the purchase.,2024-07-06
568,136,P020,2.2,Works perfectly and looks great.,2024-08-25
569,191,P045,4.2,"Exceeded expectations, highly recommend!",2024-09-12
570,192,P003,1.3,Works perfectly and looks great.,2024-06-10
571,83,P007,1.4,Very satisfied with the purchase.,2024-07-06
572,252,P045,1.4,Fast delivery and good packaging.,2024-10-02
573,31,P034,4.4,Fast delivery and good packaging.,2024-12-20
574,169,P037,2.5,Poor design and overpriced.,2024-12-21
575,300,P037,4.5,"Exceeded expectations, highly recommend!",2025-04-08
576,251,P024,1.4,Product does not match the description.,2024-11-30
577,52,P006,4.0,"Excellent product, loved the quality.",2024-06-25
578,191,P038,4.5,"Excellent product, loved the quality.",2024-06-13
579,195,P040,2.4,"Terrible service, not satisfied.",2025-04-10
580,101,P025,4.5,Fast delivery and good packaging.,2024-10-23
581,58,P035,3.0,"Decent value for money, could be better.",2024-06-02
582,116,P017,4.9,"Decent value for money, could be better.",2024-09-24
583,23,P040,2.4,Fast delivery and good packaging.,2024-04-25
584,254,P041,4.9,"Excellent product, loved the quality.",2024-08-22
585,54,P039,1.9,Fast delivery and good packaging.,2024-11-16
586,37,P049,1.2,Fast delivery and good packaging.,2024-10-05
587,25,P016,4.3,Very satisfied with the purchase.,2024-07-18
588,65,P003,3.8,"Excellent product, loved the quality.",2025-01-23
589,112,P017,2.6,Very satisfied with the purchase.,2024-06-07
590,120,P038,4.9,Works perfectly and looks great.,2024-07-27
591,296,P004,1.2,"Terrible service, not satisfied.",2024-09-06
592,85,P048,1.7,"Excellent product, loved the quality.",2024-10-28
593,161,P020,1.9,"Excellent product, loved the quality.",2025-03-06
594,229,P037,1.4,Product does not match the description.,2024-12-10
595,102,P030,2.1,"Decent value for money, could be better.",2024-08-03
596,3,P019,3.6,Battery life could be better.,2024-09-19
597,218,P002,2.5,Very satisfied with the purchase.,2025-02-07
598,222,P032,3.2,"Terrible service, not satisfied.",2025-01-11
599,217,P012,1.5,Product does not match the description.,2025-01-08
600,276,P004,3.9,"Decent value for money, could be better.",2025-02-14
601,192,P006,1.7,Fast delivery and good packaging.,2024-11-27
602,26,P048,2.7,Very satisfied with the purchase.,2024-11-24
603,72,P024,3.6,Battery life could be better.,2024-11-12
604,121,P049,4.6,Product does not match the description.,2025-04-15
605,294,P027,1.5,"Exceeded expectations, highly recommend!",2025-02-07
606,62,P029,3.7,Fast delivery and good packaging.,2025-02-02
607,28,P020,1.3,Fast delivery and good packaging.,2024-07-14
608,200,P012,4.2,Product does not match the description.,2024-09-15
609,286,P034,4.0,"Exceeded expectations, highly recommend!",2025-01-29
610,275,P030,3.4,"Excellent product, loved the quality.",2025-03-15
611,258,P032,1.7,Works perfectly and looks great.,2024-10-04
612,208,P042,3.3,"Exceeded expectations, highly recommend!",2024-05-13
613,163,P020,2.9,Battery life could be better.,2024-09-09
614,213,P013,2.3,Very satisfied with the purchase.,2024-07-23
615,290,P007,2.3,Battery life could be better.,2024-05-02
616,258,P036,4.5,Fast delivery and good packaging.,2024-08-15
617,298,P025,1.4,"Excellent product, loved the quality.",2025-01-27
618,163,P023,1.9,"Exceeded expectations, highly recommend!",2024-11-25
619,187,P033,2.2,"Terrible service, not satisfied.",2025-01-24
620,109,P012,1.7,Battery life could be better.,2025-04-17
621,298,P043,3.5,Works perfectly and looks great.,2024-10-20
622,199,P034,3.5,Poor design and overpriced.,2025-03-01
623,19,P021,1.1,Fast delivery and good packaging.,2024-09-22
624,272,P045,3.7,Fast delivery and good packaging.,2024-08-19
625,180,P023,3.8,Product does not match the description.,2024-12-19
626,35,P024,2.6,"Terrible service, not satisfied.",2024-08-30
627,123,P016,3.9,"Decent value for money, could be better.",2025-01-27
628,187,P011,4.9,Poor design and overpriced.,2024-11-19
629,236,P006,1.7,Very satisfied with the purchase.,2024-08-28
630,183,P005,2.7,Fast delivery and good packaging.,2024-09-02
631,276,P031,4.0,Product does not match the description.,2025-02-28
632,283,P036,2.0,"Decent value for money, could be better.",2025-04-17
633,295,P040,3.7,Works perfectly and looks great.,2024-06-09
634,280,P030,1.5,Fast delivery and good packaging.,2024-10-28
635,79,P030,2.9,"Exceeded expectations, highly recommend!",2025-01-30
636,175,P033,3.6,Fast delivery and good packaging.,2024-10-27
637,179,P028,4.7,Fast delivery and good packaging.,2024-07-31
638,185,P017,4.3,Poor design and overpriced.,2024-12-26
639,112,P028,3.2,"Excellent product, loved the quality.",2024-04-22
640,153,P050,2.4,Fast delivery and good packaging.,2024-08-05
641,153,P029,4.3,Product does not match the description.,2024-06-25
642,104,P021,4.4,Very satisfied with the purchase.,2024-10-29
643,131,P028,3.7,"Excellent product, loved the quality.",2024-06-10
644,265,P001,4.6,Very satisfied with the purchase.,2025-02-01
645,102,P022,3.5,Works perfectly and looks great.,2024-10-30
646,201,P014,4.2,"Terrible service, not satisfied.",2024-10-22
647,187,P024,2.9,Works perfectly and looks great.,2024-07-02
648,167,P040,4.5,"Decent value for money, could be better.",2024-05-30
649,58,P027,3.6,"Exceeded expectations, highly recommend!",2024-11-25
650,9,P025,4.8,"Decent value for money, could be better.",2024-08-13
651,83,P023,4.1,"Decent value for money, could be better.",2024-12-20
652,283,P036,3.4,Product does not match the description.,2024-06-11
653,246,P030,1.9,Battery life could be better.,2025-01-08
654,95,P012,3.3,Product does not match the description.,2024-07-02
655,76,P008,2.7,Poor design and overpriced.,2024-09-14
656,124,P005,3.8,"Exceeded expectations, highly recommend!",2024-09-14
657,188,P050,3.7,Poor design and overpriced.,2025-03-20
658,210,P034,3.5,"Terrible service, not satisfied.",2024-11-15
659,197,P029,3.3,"Exceeded expectations, highly recommend!",2024-09-29
660,125,P008,4.9,Very satisfied with the purchase.,2024-09-21
661,112,P032,3.9,Works perfectly and looks great.,2024-05-11
662,49,P021,2.5,Very satisfied with the purchase.,2024-11-24
663,204,P044,2.2,"Terrible service, not satisfied.",2024-10-04
664,175,P024,4.7,Fast delivery and good packaging.,2024-07-20
665,165,P034,4.3,Poor design and overpriced.,2024-11-06
666,287,P007,3.4,"Decent value for money, could be better.",2024-07-25
667,198,P043,2.0,Poor design and overpriced.,2024-12-05
668,221,P037,4.4,Poor design and overpriced.,2024-12-17
669,223,P001,3.7,Works perfectly and looks great.,2024-05-07
670,250,P006,2.2,"Terrible service, not satisfied.",2024-10-12
671,150,P031,3.2,Battery life could be better.,2025-01-10
672,265,P028,2.1,"Terrible service, not satisfied.",2024-08-04
673,242,P019,3.2,"Terrible service, not satisfied.",2024-08-18
674,37,P009,4.3,Product does not match the description.,2024-05-01
675,44,P016,2.7,"Exceeded expectations, highly recommend!",2024-08-20
676,265,P045,4.1,"Excellent product, loved the quality.",2024-07-29
677,289,P026,2.5,"Excellent product, loved the quality.",2024-04-23
678,239,P018,3.8,Product does not match the description.,2025-03-31
679,4,P020,4.9,"Exceeded expectations, highly recommend!",2024-08-01
680,110,P011,3.3,Very satisfied with the purchase.,2024-08-14
681,259,P029,4.2,Battery life could be better.,2024-10-23
682,16,P046,2.8,Battery life could be better.,2024-06-09
683,143,P040,1.4,"Decent value for money, could be better.",2024-04-25
684,233,P028,4.2,"Excellent product, loved the quality.",2024-12-01
685,142,P031,2.6,Very satisfied with the purchase.,2024-11-29
686,162,P035,3.9,"Excellent product, loved the quality.",2025-03-09
687,225,P041,4.3,Fast delivery and good packaging.,2024-07-26
688,183,P035,2.0,"Decent value for money, could be better.",2024-11-24
689,168,P045,4.7,Poor design and overpriced.,2025-03-06
690,28,P037,2.8,Poor design and overpriced.,2024-08-03
691,266,P019,4.6,"Terrible service, not satisfied.",2024-10-18
692,225,P011,4.0,"Exceeded expectations, highly recommend!",2024-07-26
693,166,P022,4.5,Fast delivery and good packaging.,2024-07-15
694,147,P001,4.5,"Terrible service, not satisfied.",2024-07-03
695,25,P035,1.1,Fast delivery and good packaging.,2024-06-05
696,16,P009,4.3,Fast delivery and good packaging.,2024-06-24
697,233,P050,1.8,Battery life could be better.,2024-09-16
698,227,P049,2.2,Battery life could be better.,2025-04-11
699,299,P007,1.1,Battery life could be better.,2024-08-27
700,39,P023,4.7,Fast delivery and good packaging.,2024-09-11
701,287,P021,2.8,"Terrible service, not satisfied.",2024-10-11
702,193,P034,3.8,Fast delivery and good packaging.,2024-12-27
703,212,P002,1.4,Very satisfied with the purchase.,2024-06-17
704,121,P039,2.9,"Terrible service, not satisfied.",2025-01-21
705,258,P014,2.5,"Decent value for money, could be better.",2024-05-30
706,35,P011,2.8,"Exceeded expectations, highly recommend!",2024-06-17
707,258,P008,1.9,"Excellent product, loved the quality.",2024-09-28
708,150,P019,3.1,Very satisfied with the purchase.,2024-11-20
709,249,P043,1.3,Works perfectly and looks great.,2024-09-16
710,8,P023,3.3,"Decent value for money, could be better.",2024-07-30
711,140,P002,2.7,"Decent value for money, could be better.",2024-05-06
712,153,P049,1.6,"Exceeded expectations, highly recommend!",2025-04-07
713,98,P012,4.7,Fast delivery and good packaging.,2024-08-27
714,96,P029,3.5,Battery life could be better.,2024-09-28
715,106,P010,2.0,Poor design and overpriced.,2024-07-07
716,123,P012,4.5,"Exceeded expectations, highly recommend!",2025-03-28
717,300,P039,4.4,"Terrible service, not satisfied.",2024-12-15
718,285,P017,2.4,Product does not match the description.,2024-06-03
719,234,P013,3.7,"Terrible service, not satisfied.",2024-12-22
720,4,P022,4.9,"Excellent product, loved the quality.",2024-04-25
721,163,P036,4.1,Product does not match the description.,2024-04-28
722,198,P008,1.4,Very satisfied with the purchase.,2025-03-06
723,48,P027,2.3,"Exceeded expectations, highly recommend!",2024-09-18
724,51,P015,3.8,Product does not match the description.,2024-07-14
725,55,P011,3.9,"Excellent product, loved the quality.",2024-08-05
726,216,P021,3.8,Very satisfied with the purchase.,2024-12-31
727,82,P002,5.0,Poor design and overpriced.,2024-07-09
728,179,P045,3.8,"Terrible service, not satisfied.",2024-08-15
729,183,P025,1.1,Product does not match the description.,2025-04-15
730,200,P002,3.9,Fast delivery and good packaging.,2024-10-23
731,285,P008,1.8,Very satisfied with the purchase.,2024-05-08
732,178,P028,3.0,"Exceeded expectations, highly recommend!",2025-01-20
733,36,P047,2.8,"Exceeded expectations, highly recommend!",2025-01-25
734,145,P032,4.1,Very satisfied with the purchase.,2024-09-01
735,294,P023,4.7,"Decent value for money, could be better.",2025-04-09
736,234,P008,4.1,Poor design and overpriced.,2025-01-26
737,139,P007,3.7,"Decent value for money, could be better.",2025-04-06
738,141,P045,1.8,"Exceeded expectations, highly recommend!",2024-07-01
739,53,P029,3.1,Fast delivery and good packaging.,2024-10-07
740,196,P008,2.4,"Terrible service, not satisfied.",2024-12-23
741,227,P005,4.2,"Terrible service, not satisfied.",2024-12-22
742,107,P015,1.5,Fast delivery and good packaging.,2024-10-18
743,134,P013,2.1,Battery life could be better.,2024-07-17
744,135,P031,3.1,Fast delivery and good packaging.,2024-08-24
745,214,P008,5.0,"Exceeded expectations, highly recommend!",2024-12-04
746,152,P021,1.4,Product does not match the description.,2024-06-27
747,262,P036,3.6,Fast delivery and good packaging.,2024-08-05
748,122,P041,2.9,Very satisfied with the purchase.,2025-04-05
749,169,P004,1.6,Very satisfied with the purchase.,2024-10-27
750,191,P042,3.9,Poor design and overpriced.,2024-04-20
751,144,P005,4.4,Poor design and overpriced.,2024-12-20
752,47,P007,4.3,"Exceeded expectations, highly recommend!",2025-04-12
753,29,P016,3.6,Very satisfied with the purchase.,2025-04-06
754,10,P035,3.7,Poor design and overpriced.,2025-02-07
755,236,P048,3.5,Works perfectly and looks great.,2025-04-20
756,274,P010,3.1,Poor design and overpriced.,2024-06-27
757,284,P042,1.7,"Excellent product, loved the quality.",2024-11-27
758,85,P029,3.6,"Excellent product, loved the quality.",2024-06-19
759,290,P042,3.0,Works perfectly and looks great.,2024-11-19
760,204,P027,3.6,"Decent value for money, could be better.",2024-07-05
761,99,P050,3.9,Battery life could be better.,2024-11-08
762,265,P006,4.0,"Excellent product, loved the quality.",2025-02-13
763,20,P050,2.4,Very satisfied with the purchase.,2024-09-04
764,86,P035,4.8,Works perfectly and looks great.,2025-03-19
765,140,P022,2.8,Fast delivery and good packaging.,2024-08-31
766,291,P033,3.0,Poor design and overpriced.,2024-09-23
767,236,P033,1.5,Works perfectly and looks great.,2024-05-31
768,279,P037,4.2,Very satisfied with the purchase.,2025-02-19
769,145,P038,3.1,"Exceeded expectations, highly recommend!",2024-09-27
770,132,P008,1.6,"Terrible service, not satisfied.",2025-01-03
771,293,P008,4.9,"Excellent product, loved the quality.",2024-06-22
772,245,P041,1.5,Fast delivery and good packaging.,2024-11-07
773,283,P023,4.7,Product does not match the description.,2024-11-20
774,14,P029,4.8,Battery life could be better.,2025-02-05
775,173,P006,1.4,Fast delivery and good packaging.,2025-02-19
776,8,P043,2.3,Poor design and overpriced.,2024-10-08
777,290,P025,3.2,"Exceeded expectations, highly recommend!",2024-07-10
778,192,P029,1.5,Works perfectly and looks great.,2024-10-19
779,283,P001,4.5,Battery life could be better.,2024-10-10
780,280,P010,2.4,Poor design and overpriced.,2025-02-28
781,239,P026,5.0,Product does not match the description.,2025-04-20
782,261,P008,2.1,"Excellent product, loved the quality.",2024-07-07
783,8,P007,3.8,"Excellent product, loved the quality.",2025-04-09
784,263,P046,2.7,Product does not match the description.,2024-08-12
785,196,P042,1.5,Very satisfied with the purchase.,2025-01-23
786,236,P021,2.4,Battery life could be better.,2024-08-12
787,23,P022,2.6,Battery life could be better.,2025-02-09
788,76,P037,1.4,Fast delivery and good packaging.,2024-11-26
789,199,P031,2.1,"Excellent product, loved the quality.",2024-06-21
790,116,P040,3.1,"Excellent product, loved the quality.",2024-05-21
791,292,P015,3.4,Works perfectly and looks great.,2024-06-17
792,68,P024,1.0,"Terrible service, not satisfied.",2025-01-10
793,239,P027,2.7,"Decent value for money, could be better.",2024-04-21
794,114,P008,4.1,"Exceeded expectations, highly recommend!",2024-07-07
795,123,P037,3.5,Fast delivery and good packaging.,2024-09-13
796,236,P025,2.3,Poor design and overpriced.,2024-11-10
797,23,P016,3.2,Product does not match the description.,2024-11-11
798,140,P018,3.0,"Excellent product, loved the quality.",2024-12-21
799,170,P002,3.2,Poor design and overpriced.,2024-10-27
800,116,P004,1.4,Very satisfied with the purchase.,2024-08-09
801,82,P040,4.9,Works perfectly and looks great.,2024-08-03
802,209,P004,1.9,"Terrible service, not satisfied.",2024-10-09
803,156,P001,4.5,"Decent value for money, could be better.",2024-07-26
804,250,P022,5.0,Product does not match the description.,2024-05-01
805,250,P006,4.3,"Terrible service, not satisfied.",2024-08-20
806,171,P003,4.7,Poor design and overpriced.,2024-06-04
807,139,P046,2.5,Works perfectly and looks great.,2025-02-19
808,15,P050,1.5,"Excellent product, loved the quality.",2025-01-02
809,253,P048,2.5,Battery life could be better.,2024-10-08
810,232,P031,3.8,"Exceeded expectations, highly recommend!",2024-11-01
811,284,P009,2.2,"Decent value for money, could be better.",2024-07-04
812,72,P023,4.0,"Terrible service, not satisfied.",2024-12-15
813,241,P007,4.8,"Exceeded expectations, highly recommend!",2024-06-17
814,107,P027,1.6,Works perfectly and looks great.,2024-08-12
815,80,P024,1.9,Poor design and overpriced.,2025-01-28
816,284,P026,4.7,"Excellent product, loved the quality.",2024-05-30
817,16,P024,1.9,Fast delivery and good packaging.,2024-08-21
818,1,P044,4.7,Poor design and overpriced.,2024-06-18
819,156,P034,3.8,Works perfectly and looks great.,2024-04-29
820,149,P029,4.3,"Decent value for money, could be better.",2024-09-13
821,127,P040,3.6,"Excellent product, loved the quality.",2025-03-18
822,19,P043,3.9,Works perfectly and looks great.,2025-02-20
823,200,P011,1.2,"Exceeded expectations, highly recommend!",2024-12-23
824,32,P031,2.0,"Decent value for money, could be better.",2024-08-24
825,175,P027,4.2,"Terrible service, not satisfied.",2024-06-14
826,262,P027,1.9,"Decent value for money, could be better.",2024-09-06
827,233,P023,2.1,Fast delivery and good packaging.,2024-12-09
828,77,P040,4.9,Works perfectly and looks great.,2024-09-21
829,44,P014,1.4,"Decent value for money, could be better.",2025-01-17
830,82,P017,2.9,Fast delivery and good packaging.,2024-05-06
831,216,P029,3.1,"Decent value for money, could be better.",2024-05-30
832,130,P026,2.4,Poor design and overpriced.,2024-04-21
833,254,P046,3.5,"Exceeded expectations, highly recommend!",2024-06-17
834,248,P043,4.6,"Excellent product, loved the quality.",2025-02-15
835,270,P045,3.5,Battery life could be better.,2024-12-30
836,143,P039,2.0,Product does not match the description.,2024-09-13
837,271,P025,4.1,Product does not match the description.,2024-07-13
838,229,P017,2.9,"Excellent product, loved the quality.",2025-01-20
839,140,P049,1.7,Battery life could be better.,2024-12-29
840,269,P026,1.1,Fast delivery and good packaging.,2024-08-05
841,254,P003,1.9,Poor design and overpriced.,2024-07-10
842,223,P006,4.8,"Terrible service, not satisfied.",2024-12-06
843,84,P010,3.7,Very satisfied with the purchase.,2024-10-12
844,202,P035,1.8,Poor design and overpriced.,2024-06-03
845,161,P038,3.1,"Exceeded expectations, highly recommend!",2024-12-17
846,41,P040,2.3,"Excellent product, loved the quality.",2024-07-12
847,38,P017,1.0,Very satisfied with the purchase.,2024-09-18
848,154,P008,4.4,Product does not match the description.,2024-12-24
849,50,P037,3.3,"Excellent product, loved the quality.",2024-07-20
850,219,P011,2.8,"Excellent product, loved the quality.",2024-08-24
851,18,P004,2.1,"Exceeded expectations, highly recommend!",2024-06-24
852,238,P048,3.1,Very satisfied with the purchase.,2024-06-15
853,50,P030,2.5,"Excellent product, loved the quality.",2024-05-23
854,77,P005,2.1,Fast delivery and good packaging.,2024-07-24
855,91,P016,3.0,Very satisfied with the purchase.,2024-09-03
856,138,P022,1.3,Works perfectly and looks great.,2024-12-27
857,149,P004,2.2,Fast delivery and good packaging.,2024-05-04
858,19,P041,4.5,"Exceeded expectations, highly recommend!",2024-05-01
859,32,P004,2.2,Product does not match the description.,2025-02-14
860,277,P045,1.7,Fast delivery and good packaging.,2024-11-09
861,73,P043,3.5,Works perfectly and looks great.,2024-09-18
862,127,P035,2.1,"Excellent product, loved the quality.",2024-06-04
863,274,P043,4.6,Very satisfied with the purchase.,2024-09-20
864,80,P018,1.7,Works perfectly and looks great.,2025-01-26
865,122,P041,1.7,Very satisfied with the purchase.,2024-10-20
866,287,P020,4.6,Battery life could be better.,2024-04-22
867,253,P007,2.7,Product does not match the description.,2025-03-02
868,270,P017,1.4,Battery life could be better.,2024-06-07
869,15,P040,4.4,"Terrible service, not satisfied.",2024-12-26
870,47,P043,3.0,"Exceeded expectations, highly recommend!",2024-07-28
871,58,P017,2.3,Poor design and overpriced.,2024-06-24
872,233,P023,3.7,"Excellent product, loved the quality.",2024-08-02
873,276,P046,3.6,"Terrible service, not satisfied.",2025-01-16
874,27,P040,1.5,Fast delivery and good packaging.,2024-05-22
875,286,P044,3.9,"Excellent product, loved the quality.",2024-06-01
876,256,P011,2.4,"Terrible service, not satisfied.",2024-12-04
877,189,P024,4.3,Fast delivery and good packaging.,2024-04-22
878,54,P042,4.6,Very satisfied with the purchase.,2024-07-23
879,265,P001,3.9,Fast delivery and good packaging.,2025-03-09
880,48,P001,3.4,Very satisfied with the purchase.,2024-05-17
881,20,P020,4.3,Battery life could be better.,2025-01-26
882,143,P027,4.2,"Excellent product, loved the quality.",2025-01-04
883,277,P050,3.9,"Excellent product, loved the quality.",2024-07-15
884,13,P031,2.7,Battery life could be better.,2024-12-01
885,271,P011,4.0,Poor design and overpriced.,2024-11-08
886,210,P047,2.9,"Decent value for money, could be better.",2025-01-06
887,225,P024,4.4,"Excellent product, loved the quality.",2024-10-13
888,278,P001,4.9,Works perfectly and looks great.,2024-06-07
889,10,P009,3.0,"Terrible service, not satisfied.",2025-04-04
890,286,P016,1.9,"Decent value for money, could be better.",2025-02-06
891,49,P030,2.6,Poor design and overpriced.,2024-04-24
892,208,P010,2.5,Fast delivery and good packaging.,2025-01-23
893,294,P003,1.5,Poor design and overpriced.,2024-08-06
894,63,P030,4.3,Works perfectly and looks great.,2025-03-10
895,147,P038,1.0,Fast delivery and good packaging.,2024-05-26
896,173,P044,2.6,"Terrible service, not satisfied.",2024-05-19
897,44,P025,1.0,"Decent value for money, could be better.",2024-11-21
898,109,P025,2.0,Very satisfied with the purchase.,2024-08-01
899,139,P002,1.2,Battery life could be better.,2025-02-18
900,243,P043,1.3,Very satisfied with the purchase.,2024-05-19
901,42,P004,1.3,Very satisfied with the purchase.,2024-06-05
902,298,P003,3.6,Product does not match the description.,2024-10-29
903,193,P030,1.6,Product does not match the description.,2024-06-11
904,31,P013,2.7,Very satisfied with the purchase.,2024-05-24
905,5,P047,4.8,Battery life could be better.,2024-06-25
906,82,P008,1.6,Poor design and overpriced.,2024-10-20
907,295,P002,3.9,Product does not match the description.,2024-09-08
908,114,P038,3.5,Works perfectly and looks great.,2025-04-02
909,249,P017,1.1,"Decent value for money, could be better.",2024-08-03
910,236,P026,2.1,Product does not match the description.,2025-03-15
911,19,P047,2.9,"Exceeded expectations, highly recommend!",2024-08-04
912,12,P047,3.5,Fast delivery and good packaging.,2024-07-07
913,296,P035,4.8,Battery life could be better.,2024-11-15
914,169,P019,4.1,"Exceeded expectations, highly recommend!",2024-12-20
915,162,P045,2.2,"Excellent product, loved the quality.",2025-04-04
